date,vegetableName,price,units,id,shopingMallPrice,retailPrice
01-02-2022,Mint Leaves,9,1kg,mintLeaves,Nov-15,10-Nov
01-02-2022,Mushroom,83,1kg,mushroom,100 - 137,95 - 105
01-02-2022,Mustard Leaves,19,1kg,mustardLeaves,23 - 31,22 - 24
01-02-2022,Ladies Finger,56,1kg,ladiesFinger,67 - 92,64 - 71
01-02-2022,Pumpkin,23,1kg,pumpkin,28 - 38,26 - 29
01-02-2022,Radish,24,1kg,radish,29 - 40,28 - 30
01-02-2022,Ridge Gourd,30,1kg,ridgeGourd,36 - 50,35 - 38
01-02-2022,Shallot (Pearl Onion),37,1kg,shallot,44 - 61,43 - 47
01-02-2022,Snake Gourd,24,1kg,snakeGourd,29 - 40,28 - 30
01-02-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
01-02-2022,Spinach,12,1kg,spinach,14 - 20,14 - 15
01-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
02-02-2022,Onion Big,33,1kg,onionBig,40 - 54,38 - 42
02-02-2022,Onion Small,65,1kg,onionSmall,78 - 107,75 - 83
02-02-2022,Tomato,18,1kg,tomato,22 - 30,21 - 23
02-02-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
02-02-2022,Beetroot,50,1kg,beetroot,60 - 83,58 - 64
02-02-2022,Potato,26,1kg,potato,31 - 43,30 - 33
02-02-2022,Raw Banana (Plantain),5,1kg,plantain,06-Aug,06-Jun
02-02-2022,Amaranth Leaves,18,1kg,amaranthLeaves,22 - 30,21 - 23
02-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
02-02-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
02-02-2022,Baby Corn,58,1kg,babyCorn,70 - 96,67 - 74
02-02-2022,Banana Flower,16,1kg,bananaFlower,19 - 26,18 - 20
02-02-2022,Capsicum,48,1kg,capsicum,58 - 79,55 - 61
02-02-2022,Bitter Gourd,33,1kg,bitterGourd,40 - 54,38 - 42
02-02-2022,Bottle Gourd,28,1kg,bottleGourd,34 - 46,32 - 36
02-02-2022,Butter Beans,43,1kg,butterBeans,52 - 71,49 - 55
02-02-2022,Broad Beans,47,1kg,broadBeans,56 - 78,54 - 60
02-02-2022,Cabbage,27,1kg,cabbage,32 - 45,31 - 34
02-02-2022,Carrot,70,1kg,carrot,84 - 116,81 - 89
02-02-2022,Cauliflower,42,1kg,cauliflower,50 - 69,48 - 53
02-02-2022,Cluster beans,46,1kg,clusterBeans,55 - 76,53 - 58
02-02-2022,Coconut,35,1kg,coconut,42 - 58,40 - 44
02-02-2022,Colocasia Leaves,13,1kg,colocasiaLeaves,16 - 21,15 - 17
02-02-2022,Colocasia,27,1kg,colocasia,32 - 45,31 - 34
02-02-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
02-02-2022,Corn,35,1kg,corn,42 - 58,40 - 44
02-02-2022,Cucumber,15,1kg,cucumber,18 - 25,17 - 19
02-02-2022,Curry Leaves,41,1kg,curryLeaves,49 - 68,47 - 52
02-02-2022,Dill Leaves,12,1kg,dillLeaves,14 - 20,14 - 15
02-02-2022,Drumsticks,130,1kg,drumsticks,156 - 215,150 - 165
02-02-2022,Brinjal,29,1kg,brinjal,35 - 48,33 - 37
02-02-2022,Brinjal (Big),60,1kg,brinjalBig,72 - 99,69 - 76
02-02-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
02-02-2022,Fenugreek Leaves,11,1kg,fenugreekLeaves,13 - 18,13 - 14
02-02-2022,French Beans,41,1kg,frenchBeans,49 - 68,47 - 52
02-02-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
02-02-2022,Ginger,31,1kg,ginger,37 - 51,36 - 39
02-02-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
02-02-2022,Green Peas,51,1kg,greenPeas,61 - 84,59 - 65
02-02-2022,Ivy Gourd,37,1kg,ivyGourd,44 - 61,43 - 47
02-02-2022,Lemon (Lime),39,1kg,lemon,47 - 64,45 - 50
02-02-2022,Mango Raw,81,1kg,mangoRaw,97 - 134,93 - 103
02-02-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
02-02-2022,Mushroom,88,1kg,mushroom,106 - 145,101 - 112
02-02-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
02-02-2022,Ladies Finger,59,1kg,ladiesFinger,71 - 97,68 - 75
02-02-2022,Pumpkin,21,1kg,pumpkin,25 - 35,24 - 27
02-02-2022,Radish,23,1kg,radish,28 - 38,26 - 29
02-02-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
02-02-2022,Shallot (Pearl Onion),34,1kg,shallot,41 - 56,39 - 43
02-02-2022,Snake Gourd,25,1kg,snakeGourd,30 - 41,29 - 32
02-02-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
02-02-2022,Spinach,10,1kg,spinach,Dec-17,Dec-13
02-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
03-02-2022,Onion Big,33,1kg,onionBig,40 - 54,38 - 42
03-02-2022,Onion Small,65,1kg,onionSmall,78 - 107,75 - 83
03-02-2022,Tomato,18,1kg,tomato,22 - 30,21 - 23
03-02-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
03-02-2022,Beetroot,50,1kg,beetroot,60 - 83,58 - 64
03-02-2022,Potato,26,1kg,potato,31 - 43,30 - 33
03-02-2022,Raw Banana (Plantain),5,1kg,plantain,06-Aug,06-Jun
03-02-2022,Amaranth Leaves,18,1kg,amaranthLeaves,22 - 30,21 - 23
03-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
03-02-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
03-02-2022,Baby Corn,58,1kg,babyCorn,70 - 96,67 - 74
03-02-2022,Banana Flower,16,1kg,bananaFlower,19 - 26,18 - 20
03-02-2022,Capsicum,48,1kg,capsicum,58 - 79,55 - 61
03-02-2022,Bitter Gourd,33,1kg,bitterGourd,40 - 54,38 - 42
03-02-2022,Bottle Gourd,28,1kg,bottleGourd,34 - 46,32 - 36
03-02-2022,Butter Beans,43,1kg,butterBeans,52 - 71,49 - 55
03-02-2022,Broad Beans,47,1kg,broadBeans,56 - 78,54 - 60
03-02-2022,Cabbage,27,1kg,cabbage,32 - 45,31 - 34
03-02-2022,Carrot,70,1kg,carrot,84 - 116,81 - 89
03-02-2022,Cauliflower,42,1kg,cauliflower,50 - 69,48 - 53
03-02-2022,Cluster beans,46,1kg,clusterBeans,55 - 76,53 - 58
03-02-2022,Coconut,35,1kg,coconut,42 - 58,40 - 44
03-02-2022,Colocasia Leaves,13,1kg,colocasiaLeaves,16 - 21,15 - 17
03-02-2022,Colocasia,27,1kg,colocasia,32 - 45,31 - 34
03-02-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
03-02-2022,Corn,35,1kg,corn,42 - 58,40 - 44
03-02-2022,Cucumber,15,1kg,cucumber,18 - 25,17 - 19
03-02-2022,Curry Leaves,41,1kg,curryLeaves,49 - 68,47 - 52
03-02-2022,Dill Leaves,12,1kg,dillLeaves,14 - 20,14 - 15
03-02-2022,Drumsticks,130,1kg,drumsticks,156 - 215,150 - 165
03-02-2022,Brinjal,29,1kg,brinjal,35 - 48,33 - 37
03-02-2022,Brinjal (Big),60,1kg,brinjalBig,72 - 99,69 - 76
03-02-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
03-02-2022,Fenugreek Leaves,11,1kg,fenugreekLeaves,13 - 18,13 - 14
03-02-2022,French Beans,41,1kg,frenchBeans,49 - 68,47 - 52
03-02-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
03-02-2022,Ginger,31,1kg,ginger,37 - 51,36 - 39
03-02-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
03-02-2022,Green Peas,51,1kg,greenPeas,61 - 84,59 - 65
03-02-2022,Ivy Gourd,37,1kg,ivyGourd,44 - 61,43 - 47
03-02-2022,Lemon (Lime),39,1kg,lemon,47 - 64,45 - 50
03-02-2022,Mango Raw,81,1kg,mangoRaw,97 - 134,93 - 103
03-02-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
03-02-2022,Mushroom,88,1kg,mushroom,106 - 145,101 - 112
03-02-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
03-02-2022,Ladies Finger,59,1kg,ladiesFinger,71 - 97,68 - 75
03-02-2022,Pumpkin,21,1kg,pumpkin,25 - 35,24 - 27
03-02-2022,Radish,23,1kg,radish,28 - 38,26 - 29
03-02-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
03-02-2022,Shallot (Pearl Onion),34,1kg,shallot,41 - 56,39 - 43
03-02-2022,Snake Gourd,25,1kg,snakeGourd,30 - 41,29 - 32
03-02-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
03-02-2022,Spinach,10,1kg,spinach,Dec-17,Dec-13
03-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
04-02-2022,Onion Big,33,1kg,onionBig,40 - 54,38 - 42
04-02-2022,Onion Small,65,1kg,onionSmall,78 - 107,75 - 83
04-02-2022,Tomato,18,1kg,tomato,22 - 30,21 - 23
04-02-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
04-02-2022,Beetroot,50,1kg,beetroot,60 - 83,58 - 64
04-02-2022,Potato,26,1kg,potato,31 - 43,30 - 33
04-02-2022,Raw Banana (Plantain),5,1kg,plantain,06-Aug,06-Jun
04-02-2022,Amaranth Leaves,18,1kg,amaranthLeaves,22 - 30,21 - 23
04-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
04-02-2022,Ash gourd,28,1kg,ashGourd,34 - 46,32 - 36
04-02-2022,Baby Corn,58,1kg,babyCorn,70 - 96,67 - 74
04-02-2022,Banana Flower,16,1kg,bananaFlower,19 - 26,18 - 20
04-02-2022,Capsicum,48,1kg,capsicum,58 - 79,55 - 61
04-02-2022,Bitter Gourd,33,1kg,bitterGourd,40 - 54,38 - 42
04-02-2022,Bottle Gourd,28,1kg,bottleGourd,34 - 46,32 - 36
04-02-2022,Butter Beans,43,1kg,butterBeans,52 - 71,49 - 55
04-02-2022,Broad Beans,47,1kg,broadBeans,56 - 78,54 - 60
04-02-2022,Cabbage,27,1kg,cabbage,32 - 45,31 - 34
04-02-2022,Carrot,70,1kg,carrot,84 - 116,81 - 89
04-02-2022,Cauliflower,42,1kg,cauliflower,50 - 69,48 - 53
04-02-2022,Cluster beans,46,1kg,clusterBeans,55 - 76,53 - 58
04-02-2022,Coconut,35,1kg,coconut,42 - 58,40 - 44
04-02-2022,Colocasia Leaves,13,1kg,colocasiaLeaves,16 - 21,15 - 17
04-02-2022,Colocasia,27,1kg,colocasia,32 - 45,31 - 34
04-02-2022,Coriander Leaves,7,1kg,corianderLeaves,08-Dec,08-Sep
04-02-2022,Corn,35,1kg,corn,42 - 58,40 - 44
04-02-2022,Cucumber,15,1kg,cucumber,18 - 25,17 - 19
04-02-2022,Curry Leaves,41,1kg,curryLeaves,49 - 68,47 - 52
04-02-2022,Dill Leaves,12,1kg,dillLeaves,14 - 20,14 - 15
04-02-2022,Drumsticks,130,1kg,drumsticks,156 - 215,150 - 165
04-02-2022,Brinjal,29,1kg,brinjal,35 - 48,33 - 37
04-02-2022,Brinjal (Big),60,1kg,brinjalBig,72 - 99,69 - 76
04-02-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
04-02-2022,Fenugreek Leaves,11,1kg,fenugreekLeaves,13 - 18,13 - 14
04-02-2022,French Beans,41,1kg,frenchBeans,49 - 68,47 - 52
04-02-2022,Garlic,64,1kg,garlic,77 - 106,74 - 81
04-02-2022,Ginger,31,1kg,ginger,37 - 51,36 - 39
04-02-2022,Onion Green,44,1kg,onionGreen,53 - 73,51 - 56
04-02-2022,Green Peas,51,1kg,greenPeas,61 - 84,59 - 65
04-02-2022,Ivy Gourd,37,1kg,ivyGourd,44 - 61,43 - 47
04-02-2022,Lemon (Lime),39,1kg,lemon,47 - 64,45 - 50
04-02-2022,Mango Raw,81,1kg,mangoRaw,97 - 134,93 - 103
04-02-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
04-02-2022,Mushroom,88,1kg,mushroom,106 - 145,101 - 112
04-02-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
04-02-2022,Ladies Finger,59,1kg,ladiesFinger,71 - 97,68 - 75
04-02-2022,Pumpkin,21,1kg,pumpkin,25 - 35,24 - 27
04-02-2022,Radish,23,1kg,radish,28 - 38,26 - 29
04-02-2022,Ridge Gourd,29,1kg,ridgeGourd,35 - 48,33 - 37
04-02-2022,Shallot (Pearl Onion),34,1kg,shallot,41 - 56,39 - 43
04-02-2022,Snake Gourd,25,1kg,snakeGourd,30 - 41,29 - 32
04-02-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
04-02-2022,Spinach,10,1kg,spinach,Dec-17,Dec-13
04-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
05-02-2022,Onion Big,38,1kg,onionBig,46 - 63,44 - 48
05-02-2022,Onion Small,62,1kg,onionSmall,74 - 102,71 - 79
05-02-2022,Tomato,20,1kg,tomato,24 - 33,23 - 25
05-02-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
05-02-2022,Beetroot,46,1kg,beetroot,55 - 76,53 - 58
05-02-2022,Potato,26,1kg,potato,31 - 43,30 - 33
05-02-2022,Raw Banana (Plantain),6,1kg,plantain,07-Oct,07-Aug
05-02-2022,Amaranth Leaves,15,1kg,amaranthLeaves,18 - 25,17 - 19
05-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
05-02-2022,Ash gourd,25,1kg,ashGourd,30 - 41,29 - 32
05-02-2022,Baby Corn,53,1kg,babyCorn,64 - 87,61 - 67
05-02-2022,Banana Flower,15,1kg,bananaFlower,18 - 25,17 - 19
05-02-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
05-02-2022,Bitter Gourd,33,1kg,bitterGourd,40 - 54,38 - 42
05-02-2022,Bottle Gourd,27,1kg,bottleGourd,32 - 45,31 - 34
05-02-2022,Butter Beans,43,1kg,butterBeans,52 - 71,49 - 55
05-02-2022,Broad Beans,41,1kg,broadBeans,49 - 68,47 - 52
05-02-2022,Cabbage,29,1kg,cabbage,35 - 48,33 - 37
05-02-2022,Carrot,67,1kg,carrot,80 - 111,77 - 85
05-02-2022,Cauliflower,44,1kg,cauliflower,53 - 73,51 - 56
05-02-2022,Cluster beans,47,1kg,clusterBeans,56 - 78,54 - 60
05-02-2022,Coconut,33,1kg,coconut,40 - 54,38 - 42
05-02-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
05-02-2022,Colocasia,25,1kg,colocasia,30 - 41,29 - 32
05-02-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
05-02-2022,Corn,32,1kg,corn,38 - 53,37 - 41
05-02-2022,Cucumber,16,1kg,cucumber,19 - 26,18 - 20
05-02-2022,Curry Leaves,42,1kg,curryLeaves,50 - 69,48 - 53
05-02-2022,Dill Leaves,14,1kg,dillLeaves,17 - 23,16 - 18
05-02-2022,Drumsticks,120,1kg,drumsticks,144 - 198,138 - 152
05-02-2022,Brinjal,26,1kg,brinjal,31 - 43,30 - 33
05-02-2022,Brinjal (Big),62,1kg,brinjalBig,74 - 102,71 - 79
05-02-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
05-02-2022,Fenugreek Leaves,14,1kg,fenugreekLeaves,17 - 23,16 - 18
05-02-2022,French Beans,42,1kg,frenchBeans,50 - 69,48 - 53
05-02-2022,Garlic,66,1kg,garlic,79 - 109,76 - 84
05-02-2022,Ginger,29,1kg,ginger,35 - 48,33 - 37
05-02-2022,Onion Green,36,1kg,onionGreen,43 - 59,41 - 46
05-02-2022,Green Peas,56,1kg,greenPeas,67 - 92,64 - 71
05-02-2022,Ivy Gourd,32,1kg,ivyGourd,38 - 53,37 - 41
05-02-2022,Lemon (Lime),39,1kg,lemon,47 - 64,45 - 50
05-02-2022,Mango Raw,78,1kg,mangoRaw,94 - 129,90 - 99
05-02-2022,Mint Leaves,10,1kg,mintLeaves,Dec-17,Dec-13
05-02-2022,Mushroom,75,1kg,mushroom,90 - 124,86 - 95
05-02-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
05-02-2022,Ladies Finger,54,1kg,ladiesFinger,65 - 89,62 - 69
05-02-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
05-02-2022,Radish,20,1kg,radish,24 - 33,23 - 25
05-02-2022,Ridge Gourd,30,1kg,ridgeGourd,36 - 50,35 - 38
05-02-2022,Shallot (Pearl Onion),31,1kg,shallot,37 - 51,36 - 39
05-02-2022,Snake Gourd,27,1kg,snakeGourd,32 - 45,31 - 34
05-02-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
05-02-2022,Spinach,12,1kg,spinach,14 - 20,14 - 15
05-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
06-02-2022,Onion Big,38,1kg,onionBig,46 - 63,44 - 48
06-02-2022,Onion Small,62,1kg,onionSmall,74 - 102,71 - 79
06-02-2022,Tomato,20,1kg,tomato,24 - 33,23 - 25
06-02-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
06-02-2022,Beetroot,46,1kg,beetroot,55 - 76,53 - 58
06-02-2022,Potato,26,1kg,potato,31 - 43,30 - 33
06-02-2022,Raw Banana (Plantain),6,1kg,plantain,07-Oct,07-Aug
06-02-2022,Amaranth Leaves,15,1kg,amaranthLeaves,18 - 25,17 - 19
06-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
06-02-2022,Ash gourd,25,1kg,ashGourd,30 - 41,29 - 32
06-02-2022,Baby Corn,53,1kg,babyCorn,64 - 87,61 - 67
06-02-2022,Banana Flower,15,1kg,bananaFlower,18 - 25,17 - 19
06-02-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
06-02-2022,Bitter Gourd,33,1kg,bitterGourd,40 - 54,38 - 42
06-02-2022,Bottle Gourd,27,1kg,bottleGourd,32 - 45,31 - 34
06-02-2022,Butter Beans,43,1kg,butterBeans,52 - 71,49 - 55
06-02-2022,Broad Beans,41,1kg,broadBeans,49 - 68,47 - 52
06-02-2022,Cabbage,29,1kg,cabbage,35 - 48,33 - 37
06-02-2022,Carrot,67,1kg,carrot,80 - 111,77 - 85
06-02-2022,Cauliflower,44,1kg,cauliflower,53 - 73,51 - 56
06-02-2022,Cluster beans,47,1kg,clusterBeans,56 - 78,54 - 60
06-02-2022,Coconut,33,1kg,coconut,40 - 54,38 - 42
06-02-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
06-02-2022,Colocasia,25,1kg,colocasia,30 - 41,29 - 32
06-02-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
06-02-2022,Corn,32,1kg,corn,38 - 53,37 - 41
06-02-2022,Cucumber,16,1kg,cucumber,19 - 26,18 - 20
06-02-2022,Curry Leaves,42,1kg,curryLeaves,50 - 69,48 - 53
06-02-2022,Dill Leaves,14,1kg,dillLeaves,17 - 23,16 - 18
06-02-2022,Drumsticks,120,1kg,drumsticks,144 - 198,138 - 152
06-02-2022,Brinjal,26,1kg,brinjal,31 - 43,30 - 33
06-02-2022,Brinjal (Big),62,1kg,brinjalBig,74 - 102,71 - 79
06-02-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
06-02-2022,Fenugreek Leaves,14,1kg,fenugreekLeaves,17 - 23,16 - 18
06-02-2022,French Beans,42,1kg,frenchBeans,50 - 69,48 - 53
06-02-2022,Garlic,66,1kg,garlic,79 - 109,76 - 84
06-02-2022,Ginger,29,1kg,ginger,35 - 48,33 - 37
06-02-2022,Onion Green,36,1kg,onionGreen,43 - 59,41 - 46
06-02-2022,Green Peas,56,1kg,greenPeas,67 - 92,64 - 71
06-02-2022,Ivy Gourd,32,1kg,ivyGourd,38 - 53,37 - 41
06-02-2022,Lemon (Lime),39,1kg,lemon,47 - 64,45 - 50
06-02-2022,Mango Raw,78,1kg,mangoRaw,94 - 129,90 - 99
06-02-2022,Mint Leaves,10,1kg,mintLeaves,Dec-17,Dec-13
06-02-2022,Mushroom,75,1kg,mushroom,90 - 124,86 - 95
06-02-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
06-02-2022,Ladies Finger,54,1kg,ladiesFinger,65 - 89,62 - 69
06-02-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
06-02-2022,Radish,20,1kg,radish,24 - 33,23 - 25
06-02-2022,Ridge Gourd,30,1kg,ridgeGourd,36 - 50,35 - 38
06-02-2022,Shallot (Pearl Onion),31,1kg,shallot,37 - 51,36 - 39
06-02-2022,Snake Gourd,27,1kg,snakeGourd,32 - 45,31 - 34
06-02-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
06-02-2022,Spinach,12,1kg,spinach,14 - 20,14 - 15
06-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
07-02-2022,Onion Big,38,1kg,onionBig,46 - 63,44 - 48
07-02-2022,Onion Small,62,1kg,onionSmall,74 - 102,71 - 79
07-02-2022,Tomato,20,1kg,tomato,24 - 33,23 - 25
07-02-2022,Green Chilli,37,1kg,greenChili,44 - 61,43 - 47
07-02-2022,Beetroot,46,1kg,beetroot,55 - 76,53 - 58
07-02-2022,Potato,26,1kg,potato,31 - 43,30 - 33
07-02-2022,Raw Banana (Plantain),6,1kg,plantain,07-Oct,07-Aug
07-02-2022,Amaranth Leaves,15,1kg,amaranthLeaves,18 - 25,17 - 19
07-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
07-02-2022,Ash gourd,25,1kg,ashGourd,30 - 41,29 - 32
07-02-2022,Baby Corn,53,1kg,babyCorn,64 - 87,61 - 67
07-02-2022,Banana Flower,15,1kg,bananaFlower,18 - 25,17 - 19
07-02-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
07-02-2022,Bitter Gourd,33,1kg,bitterGourd,40 - 54,38 - 42
07-02-2022,Bottle Gourd,27,1kg,bottleGourd,32 - 45,31 - 34
07-02-2022,Butter Beans,43,1kg,butterBeans,52 - 71,49 - 55
07-02-2022,Broad Beans,41,1kg,broadBeans,49 - 68,47 - 52
07-02-2022,Cabbage,29,1kg,cabbage,35 - 48,33 - 37
07-02-2022,Carrot,67,1kg,carrot,80 - 111,77 - 85
07-02-2022,Cauliflower,44,1kg,cauliflower,53 - 73,51 - 56
07-02-2022,Cluster beans,47,1kg,clusterBeans,56 - 78,54 - 60
07-02-2022,Coconut,33,1kg,coconut,40 - 54,38 - 42
07-02-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
07-02-2022,Colocasia,25,1kg,colocasia,30 - 41,29 - 32
07-02-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
07-02-2022,Corn,32,1kg,corn,38 - 53,37 - 41
07-02-2022,Cucumber,16,1kg,cucumber,19 - 26,18 - 20
07-02-2022,Curry Leaves,42,1kg,curryLeaves,50 - 69,48 - 53
07-02-2022,Dill Leaves,14,1kg,dillLeaves,17 - 23,16 - 18
07-02-2022,Drumsticks,120,1kg,drumsticks,144 - 198,138 - 152
07-02-2022,Brinjal,26,1kg,brinjal,31 - 43,30 - 33
07-02-2022,Brinjal (Big),62,1kg,brinjalBig,74 - 102,71 - 79
07-02-2022,Elephant Yam,24,1kg,elephantYam,29 - 40,28 - 30
07-02-2022,Fenugreek Leaves,14,1kg,fenugreekLeaves,17 - 23,16 - 18
07-02-2022,French Beans,42,1kg,frenchBeans,50 - 69,48 - 53
07-02-2022,Garlic,66,1kg,garlic,79 - 109,76 - 84
07-02-2022,Ginger,29,1kg,ginger,35 - 48,33 - 37
07-02-2022,Onion Green,36,1kg,onionGreen,43 - 59,41 - 46
07-02-2022,Green Peas,56,1kg,greenPeas,67 - 92,64 - 71
07-02-2022,Ivy Gourd,32,1kg,ivyGourd,38 - 53,37 - 41
07-02-2022,Lemon (Lime),39,1kg,lemon,47 - 64,45 - 50
07-02-2022,Mango Raw,78,1kg,mangoRaw,94 - 129,90 - 99
07-02-2022,Mint Leaves,10,1kg,mintLeaves,Dec-17,Dec-13
07-02-2022,Mushroom,75,1kg,mushroom,90 - 124,86 - 95
07-02-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
07-02-2022,Ladies Finger,54,1kg,ladiesFinger,65 - 89,62 - 69
07-02-2022,Pumpkin,26,1kg,pumpkin,31 - 43,30 - 33
07-02-2022,Radish,20,1kg,radish,24 - 33,23 - 25
07-02-2022,Ridge Gourd,30,1kg,ridgeGourd,36 - 50,35 - 38
07-02-2022,Shallot (Pearl Onion),31,1kg,shallot,37 - 51,36 - 39
07-02-2022,Snake Gourd,27,1kg,snakeGourd,32 - 45,31 - 34
07-02-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
07-02-2022,Spinach,12,1kg,spinach,14 - 20,14 - 15
07-02-2022,Sweet Potato,40,1kg,sweetPotato,48 - 66,46 - 51
08-02-2022,Onion Big,37,1kg,onionBig,44 - 61,43 - 47
08-02-2022,Onion Small,63,1kg,onionSmall,76 - 104,72 - 80
08-02-2022,Tomato,19,1kg,tomato,23 - 31,22 - 24
08-02-2022,Green Chilli,55,1kg,greenChili,66 - 91,63 - 70
08-02-2022,Beetroot,49,1kg,beetroot,59 - 81,56 - 62
08-02-2022,Potato,20,1kg,potato,24 - 33,23 - 25
08-02-2022,Raw Banana (Plantain),7,1kg,plantain,08-Dec,08-Sep
08-02-2022,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
08-02-2022,Amla,50,1kg,amla,60 - 83,58 - 64
08-02-2022,Ash gourd,21,1kg,ashGourd,25 - 35,24 - 27
08-02-2022,Baby Corn,56,1kg,babyCorn,67 - 92,64 - 71
08-02-2022,Banana Flower,19,1kg,bananaFlower,23 - 31,22 - 24
08-02-2022,Capsicum,42,1kg,capsicum,50 - 69,48 - 53
08-02-2022,Bitter Gourd,36,1kg,bitterGourd,43 - 59,41 - 46
08-02-2022,Bottle Gourd,28,1kg,bottleGourd,34 - 46,32 - 36
08-02-2022,Butter Beans,48,1kg,butterBeans,58 - 79,55 - 61
08-02-2022,Broad Beans,47,1kg,broadBeans,56 - 78,54 - 60
08-02-2022,Cabbage,26,1kg,cabbage,31 - 43,30 - 33
08-02-2022,Carrot,72,1kg,carrot,86 - 119,83 - 91
08-02-2022,Cauliflower,43,1kg,cauliflower,52 - 71,49 - 55
08-02-2022,Cluster beans,41,1kg,clusterBeans,49 - 68,47 - 52
08-02-2022,Coconut,37,1kg,coconut,44 - 61,43 - 47
08-02-2022,Colocasia Leaves,12,1kg,colocasiaLeaves,14 - 20,14 - 15
08-02-2022,Colocasia,26,1kg,colocasia,31 - 43,30 - 33
08-02-2022,Coriander Leaves,11,1kg,corianderLeaves,13 - 18,13 - 14
08-02-2022,Corn,33,1kg,corn,40 - 54,38 - 42
08-02-2022,Cucumber,15,1kg,cucumber,18 - 25,17 - 19
08-02-2022,Curry Leaves,40,1kg,curryLeaves,48 - 66,46 - 51
08-02-2022,Dill Leaves,16,1kg,dillLeaves,19 - 26,18 - 20
08-02-2022,Drumsticks,140,1kg,drumsticks,168 - 231,161 - 178
